Record Id,Record Id,Search Name,Srch Created,Type of Case,Subject,Case Mgr,Primary Law Firm,Search Stage,Search Failed Date,K Date,Hours Reported,Source,Division,NOS,Clone?,Billing Date,Last Billed Date
zcrm_1936942000085320101,zcrm_1936942000216407357,WestKatherine_SALTZMONGELUZZI&BENDESKYPC_FerdinandBenjamin,26-Apr-21,Tort,Regulatory,Amy Perkins,Saltz Mongeluzzi & Bendesky P.C.,Cases Underway (5),,11-Jan-22,0,Outbound,Expansion,STA State Case,FALSE,31-May-24,
zcrm_1936942000085320101,zcrm_1936942000162344189,WestKatherine_SALTZMONGELUZZI&BENDESKYPC_FerdinandBenjamin,26-Apr-21,Tort,Regulatory,Amy Perkins,Saltz Mongeluzzi & Bendesky P.C.,Cases Underway (5),,11-Jan-22,0,Outbound,Expansion,STA State Case,FALSE,28-Feb-23,
zcrm_1936942000085320101,zcrm_1936942000169023626,WestKatherine_SALTZMONGELUZZI&BENDESKYPC_FerdinandBenjamin,26-Apr-21,Tort,Regulatory,Amy Perkins,Saltz Mongeluzzi & Bendesky P.C.,Cases Underway (5),,11-Jan-22,0,Outbound,Expansion,STA State Case,FALSE,30-Apr-23,
zcrm_1936942000085320101,zcrm_1936942000212160469,WestKatherine_SALTZMONGELUZZI&BENDESKYPC_FerdinandBenjamin,26-Apr-21,Tort,Regulatory,Amy Perkins,Saltz Mongeluzzi & Bendesky P.C.,Cases Underway (5),,11-Jan-22,0,Outbound,Expansion,STA State Case,FALSE,30-Apr-24,
zcrm_1936942000085320101,zcrm_1936942000192503385,WestKatherine_SALTZMONGELUZZI&BENDESKYPC_FerdinandBenjamin,26-Apr-21,Tort,Regulatory,Amy Perkins,Saltz Mongeluzzi & Bendesky P.C.,Cases Underway (5),,11-Jan-22,0,Outbound,Expansion,STA State Case,FALSE,30-Nov-23,
zcrm_1936942000105089075,zcrm_1936942000149015119,CoddDaniel_Armstrong_FTCSOLAR,15-Nov-21,Intellectual Property,Transportation,Christopher Park,Armstrong Teasdale,Cases Completed (6),,10-Jan-22,8,Inbound,Patent,,FALSE,31-Oct-22,30-Nov-22
zcrm_1936942000105089075,zcrm_1936942000158121193,CoddDaniel_Armstrong_FTCSOLAR,15-Nov-21,Intellectual Property,Transportation,Christopher Park,Armstrong Teasdale,Cases Completed (6),,10-Jan-22,4.4,Inbound,Patent,,FALSE,28-Feb-22,30-Nov-22
zcrm_1936942000105089075,zcrm_1936942000157185074,CoddDaniel_Armstrong_FTCSOLAR,15-Nov-21,Intellectual Property,Transportation,Christopher Park,Armstrong Teasdale,Cases Completed (6),,10-Jan-22,11.3,Inbound,Patent,,FALSE,30-Apr-22,30-Nov-22
zcrm_1936942000105089075,zcrm_1936942000144064065,CoddDaniel_Armstrong_FTCSOLAR,15-Nov-21,Intellectual Property,Transportation,Christopher Park,Armstrong Teasdale,Cases Completed (6),,10-Jan-22,4.6,Inbound,Patent,,FALSE,31-Aug-22,30-Nov-22
zcrm_1936942000105089075,zcrm_1936942000139052323,CoddDaniel_Armstrong_FTCSOLAR,15-Nov-21,Intellectual Property,Transportation,Christopher Park,Armstrong Teasdale,Cases Completed (6),,10-Jan-22,10.1,Inbound,Patent,,FALSE,31-Jul-22,30-Nov-22
zcrm_1936942000105089075,zcrm_1936942000151808248,CoddDaniel_Armstrong_FTCSOLAR,15-Nov-21,Intellectual Property,Transportation,Christopher Park,Armstrong Teasdale,Cases Completed (6),,10-Jan-22,1.5,Inbound,Patent,,FALSE,30-Nov-22,30-Nov-22
zcrm_1936942000105089075,zcrm_1936942000146842628,CoddDaniel_Armstrong_FTCSOLAR,15-Nov-21,Intellectual Property,Transportation,Christopher Park,Armstrong Teasdale,Cases Completed (6),,10-Jan-22,7.5,Inbound,Patent,,FALSE,30-Sep-22,30-Nov-22
zcrm_1936942000105089075,zcrm_1936942000158967089,CoddDaniel_Armstrong_FTCSOLAR,15-Nov-21,Intellectual Property,Transportation,Christopher Park,Armstrong Teasdale,Cases Completed (6),,10-Jan-22,0,Inbound,Patent,,FALSE,31-Jan-23,30-Nov-22
zcrm_1936942000105089075,zcrm_1936942000132257158,CoddDaniel_Armstrong_FTCSOLAR,15-Nov-21,Intellectual Property,Transportation,Christopher Park,Armstrong Teasdale,Cases Completed (6),,10-Jan-22,11.1,Inbound,Patent,,FALSE,31-May-22,30-Nov-22
zcrm_1936942000105089075,zcrm_1936942000158090233,CoddDaniel_Armstrong_FTCSOLAR,15-Nov-21,Intellectual Property,Transportation,Christopher Park,Armstrong Teasdale,Cases Completed (6),,10-Jan-22,6.4,Inbound,Patent,,FALSE,31-Mar-22,30-Nov-22
zcrm_1936942000105089075,zcrm_1936942000134299941,CoddDaniel_Armstrong_FTCSOLAR,15-Nov-21,Intellectual Property,Transportation,Christopher Park,Armstrong Teasdale,Cases Completed (6),,10-Jan-22,3.2,Inbound,Patent,,FALSE,30-Jun-22,30-Nov-22
zcrm_1936942000105089075,zcrm_1936942000158161116,CoddDaniel_Armstrong_FTCSOLAR,15-Nov-21,Intellectual Property,Transportation,Christopher Park,Armstrong Teasdale,Cases Completed (6),,10-Jan-22,5.3,Inbound,Patent,,FALSE,31-Jan-22,30-Nov-22
zcrm_1936942000108017770,zcrm_1936942000179695170,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,31-Jul-23,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000221017186,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,30-Jun-24,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000184860739,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,30-Sep-23,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000166803058,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,31-Mar-23,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000176384370,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,30-Jun-23,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000204418710,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,29-Feb-24,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000171891543,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,31-May-23,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000162294862,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,28-Feb-23,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000184823917,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,31-Aug-23,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000158161109,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,9,Outbound,Expansion,830 Patent,FALSE,31-Jan-22,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000216407417,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,31-May-24,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000212118433,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,30-Apr-24,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000224417185,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,31-Jul-24,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000203020958,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,31-Jan-24,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000207982195,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,31-Mar-24,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000169023604,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,30-Apr-23,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000196316528,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,31-Dec-23,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000190124324,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,31-Oct-23,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000158967161,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,31-Jan-23,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000192384437,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,30-Nov-23,31-Jan-22
zcrm_1936942000108017770,zcrm_1936942000207937993,DelmanJoel_Liskow&Lewis_LUV'NCARELTD,14-Dec-21,Contract,Industrial /Mechanical Design of Consumer Products,Amy Perkins,"Control Services, Inc.",Cases Underway (5),,8-Jan-22,0,Outbound,Expansion,830 Patent,FALSE,31-Mar-24,31-Jan-22
zcrm_1936942000105565173,zcrm_1936942000158121188,SeifertRich_ArmstrongTeasdale_RCNTELECOM,19-Nov-21,Intellectual Property,Technology,Christopher Park,Armstrong Teasdale,Cases Completed (6),,6-Jan-22,5.6,Outbound,Patent,830 Patent,FALSE,28-Feb-22,31-Mar-22
zcrm_1936942000105565173,zcrm_1936942000158090253,SeifertRich_ArmstrongTeasdale_RCNTELECOM,19-Nov-21,Intellectual Property,Technology,Christopher Park,Armstrong Teasdale,Cases Completed (6),,6-Jan-22,2.8,Outbound,Patent,830 Patent,FALSE,31-Mar-22,31-Mar-22
zcrm_1936942000105565173,zcrm_1936942000158161096,SeifertRich_ArmstrongTeasdale_RCNTELECOM,19-Nov-21,Intellectual Property,Technology,Christopher Park,Armstrong Teasdale,Cases Completed (6),,6-Jan-22,14.6,Outbound,Patent,830 Patent,FALSE,31-Jan-22,31-Mar-22
zcrm_1936942000109198111,zcrm_1936942000158161080,MayDonald_ParkerKeough_BLUEHILLS,23-Dec-21,Contract,Financial,Susanna Ryan,Parker Key Law LLC,Cases Completed (6),,4-Jan-22,22,Inbound,Patent,,FALSE,31-Jan-22,31-Jan-22
zcrm_1936942000106729204,zcrm_1936942000157185056,AndersonDavid_Finnegan_GOOGLE,30-Nov-21,Intellectual Property,Technology,Christopher Park,"Finnegan, Henderson, Farabow, Garrett & Dunner",Cases Completed (6),,3-Jan-22,3.7,Inbound,Patent,,FALSE,30-Apr-22,31-Jul-23
zcrm_1936942000106729204,zcrm_1936942000179695109,AndersonDavid_Finnegan_GOOGLE,30-Nov-21,Intellectual Property,Technology,Christopher Park,"Finnegan, Henderson, Farabow, Garrett & Dunner",Cases Completed (6),,3-Jan-22,2.1,Inbound,Patent,,FALSE,31-Jul-23,31-Jul-23
zcrm_1936942000106729204,zcrm_1936942000162294710,AndersonDavid_Finnegan_GOOGLE,30-Nov-21,Intellectual Property,Technology,Christopher Park,"Finnegan, Henderson, Farabow, Garrett & Dunner",Cases Completed (6),,3-Jan-22,27.2,Inbound,Patent,,FALSE,28-Feb-23,31-Jul-23
zcrm_1936942000106729204,zcrm_1936942000169023541,AndersonDavid_Finnegan_GOOGLE,30-Nov-21,Intellectual Property,Technology,Christopher Park,"Finnegan, Henderson, Farabow, Garrett & Dunner",Cases Completed (6),,3-Jan-22,1.7,Inbound,Patent,,FALSE,30-Apr-23,31-Jul-23
zcrm_1936942000106729204,zcrm_1936942000158121143,AndersonDavid_Finnegan_GOOGLE,30-Nov-21,Intellectual Property,Technology,Christopher Park,"Finnegan, Henderson, Farabow, Garrett & Dunner",Cases Completed (6),,3-Jan-22,20.4,Inbound,Patent,,FALSE,28-Feb-22,31-Jul-23
zcrm_1936942000106729204,zcrm_1936942000132257160,AndersonDavid_Finnegan_GOOGLE,30-Nov-21,Intellectual Property,Technology,Christopher Park,"Finnegan, Henderson, Farabow, Garrett & Dunner",Cases Completed (6),,3-Jan-22,5.1,Inbound,Patent,,FALSE,31-May-22,31-Jul-23
zcrm_1936942000106729204,zcrm_1936942000158700819,AndersonDavid_Finnegan_GOOGLE,30-Nov-21,Intellectual Property,Technology,Christopher Park,"Finnegan, Henderson, Farabow, Garrett & Dunner",Cases Completed (6),,3-Jan-22,15.3,Inbound,Patent,,FALSE,31-Jan-23,31-Jul-23
zcrm_1936942000106729204,zcrm_1936942000158090226,AndersonDavid_Finnegan_GOOGLE,30-Nov-21,Intellectual Property,Technology,Christopher Park,"Finnegan, Henderson, Farabow, Garrett & Dunner",Cases Completed (6),,3-Jan-22,7.8,Inbound,Patent,,FALSE,31-Mar-22,31-Jul-23
zcrm_1936942000106729204,zcrm_1936942000166737970,AndersonDavid_Finnegan_GOOGLE,30-Nov-21,Intellectual Property,Technology,Christopher Park,"Finnegan, Henderson, Farabow, Garrett & Dunner",Cases Completed (6),,3-Jan-22,11.1,Inbound,Patent,,FALSE,31-Mar-23,31-Jul-23
zcrm_1936942000106729204,zcrm_1936942000158161082,AndersonDavid_Finnegan_GOOGLE,30-Nov-21,Intellectual Property,Technology,Christopher Park,"Finnegan, Henderson, Farabow, Garrett & Dunner",Cases Completed (6),,3-Jan-22,20.6,Inbound,Patent,,FALSE,31-Jan-22,31-Jul-23
zcrm_1936942000106729204,zcrm_1936942000171891488,AndersonDavid_Finnegan_GOOGLE,30-Nov-21,Intellectual Property,Technology,Christopher Park,"Finnegan, Henderson, Farabow, Garrett & Dunner",Cases Completed (6),,3-Jan-22,12.6,Inbound,Patent,,FALSE,31-May-23,31-Jul-23
zcrm_1936942000106729204,zcrm_1936942000176384144,AndersonDavid_Finnegan_GOOGLE,30-Nov-21,Intellectual Property,Technology,Christopher Park,"Finnegan, Henderson, Farabow, Garrett & Dunner",Cases Completed (6),,3-Jan-22,5.4,Inbound,Patent,,FALSE,30-Jun-23,31-Jul-23
zcrm_1936942000104163577,zcrm_1936942000158161122,BagherzadehNader_AHDOOTWOLFSONPCMILLERSHAH_WinnieClark,4-Nov-21,Class Action,Transportation,Amy Perkins,Ahdoot & Wolfson PC,Cases Completed (6),,29-Dec-21,3.6,Inbound,Expansion,245 Tort Product Liability,FALSE,31-Jan-22,31-Jan-22
zcrm_1936942000077123023,zcrm_1936942000158967068,BedersonBenjamin_LeasonEllis_ACHIEVE3000,21-Jan-21,Intellectual Property,Technology,Susanna Ryan,Paul Weiss Rifkind Wharton & Garrison LLP,Cases Completed (6),31-Mar-21,29-Dec-21,0,Outbound,Patent,830 Patent,FALSE,31-Jan-23,31-Jul-22
zcrm_1936942000077123023,zcrm_1936942000162294707,BedersonBenjamin_LeasonEllis_ACHIEVE3000,21-Jan-21,Intellectual Property,Technology,Susanna Ryan,Paul Weiss Rifkind Wharton & Garrison LLP,Cases Completed (6),31-Mar-21,29-Dec-21,0,Outbound,Patent,830 Patent,FALSE,28-Feb-23,31-Jul-22
zcrm_1936942000077123023,zcrm_1936942000157185065,BedersonBenjamin_LeasonEllis_ACHIEVE3000,21-Jan-21,Intellectual Property,Technology,Susanna Ryan,Paul Weiss Rifkind Wharton & Garrison LLP,Cases Completed (6),31-Mar-21,29-Dec-21,11.1,Outbound,Patent,830 Patent,FALSE,30-Apr-22,31-Jul-22
zcrm_1936942000077123023,zcrm_1936942000158161112,BedersonBenjamin_LeasonEllis_ACHIEVE3000,21-Jan-21,Intellectual Property,Technology,Susanna Ryan,Paul Weiss Rifkind Wharton & Garrison LLP,Cases Completed (6),31-Mar-21,29-Dec-21,7.6,Outbound,Patent,830 Patent,FALSE,31-Jan-22,31-Jul-22
zcrm_1936942000077123023,zcrm_1936942000139052315,BedersonBenjamin_LeasonEllis_ACHIEVE3000,21-Jan-21,Intellectual Property,Technology,Susanna Ryan,Paul Weiss Rifkind Wharton & Garrison LLP,Cases Completed (6),31-Mar-21,29-Dec-21,1.5,Outbound,Patent,830 Patent,FALSE,31-Jul-22,31-Jul-22
zcrm_1936942000077123023,zcrm_1936942000158090223,BedersonBenjamin_LeasonEllis_ACHIEVE3000,21-Jan-21,Intellectual Property,Technology,Susanna Ryan,Paul Weiss Rifkind Wharton & Garrison LLP,Cases Completed (6),31-Mar-21,29-Dec-21,9.6,Outbound,Patent,830 Patent,FALSE,31-Mar-22,31-Jul-22
zcrm_1936942000077123023,zcrm_1936942000158121208,BedersonBenjamin_LeasonEllis_ACHIEVE3000,21-Jan-21,Intellectual Property,Technology,Susanna Ryan,Paul Weiss Rifkind Wharton & Garrison LLP,Cases Completed (6),31-Mar-21,29-Dec-21,2.5,Outbound,Patent,830 Patent,FALSE,28-Feb-22,31-Jul-22
zcrm_1936942000077123023,zcrm_1936942000134299926,BedersonBenjamin_LeasonEllis_ACHIEVE3000,21-Jan-21,Intellectual Property,Technology,Susanna Ryan,Paul Weiss Rifkind Wharton & Garrison LLP,Cases Completed (6),31-Mar-21,29-Dec-21,36.8,Outbound,Patent,830 Patent,FALSE,30-Jun-22,31-Jul-22
zcrm_1936942000109565177,zcrm_1936942000139052387,WallaceRob_ParkerKeough_MACKIEV,27-Dec-21,Intellectual Property,Consumer Business,Susanna Ryan,Parker Key Law LLC,Cases Completed (6),,28-Dec-21,7.5,Inbound,Patent,,FALSE,31-Jul-22,31-Jul-22
zcrm_1936942000109565177,zcrm_1936942000158121140,WallaceRob_ParkerKeough_MACKIEV,27-Dec-21,Intellectual Property,Consumer Business,Susanna Ryan,Parker Key Law LLC,Cases Completed (6),,28-Dec-21,22.75,Inbound,Patent,,FALSE,28-Feb-22,31-Jul-22
zcrm_1936942000107589107,zcrm_1936942000158161068,HowellBryan_RENNEROTTO_MerchSource,9-Dec-21,Intellectual Property,Industrial /Mechanical Design of Consumer Products,Susanna Ryan,Renner Otto,Cases Completed (6),,28-Dec-21,41,Inbound,Patent,830 Patent,FALSE,31-Jan-22,31-Jan-22
zcrm_1936942000104369007,zcrm_1936942000158161128,AtkinsonRichard_LockeLord_CHUBB,8-Nov-21,Tort,Food/Beverage,Susanna Ryan,Locke Lord LLP,Cases Completed (6),,28-Dec-21,3,Inbound,Patent,,FALSE,31-Jan-22,31-Jan-22
zcrm_1936942000102280045,zcrm_1936942000171891562,FennellyLawrence_YASIYASI,18-Oct-21,Tort,Medical,Amy Perkins,"Yasi & Yasi, P.C.",Cases Completed (6),,28-Dec-21,0,Inbound,Expansion,STA State Case,FALSE,31-May-23,30-Apr-23
zcrm_1936942000102280045,zcrm_1936942000166803075,FennellyLawrence_YASIYASI,18-Oct-21,Tort,Medical,Amy Perkins,"Yasi & Yasi, P.C.",Cases Completed (6),,28-Dec-21,0,Inbound,Expansion,STA State Case,FALSE,31-Mar-23,30-Apr-23
zcrm_1936942000102280045,zcrm_1936942000184860754,FennellyLawrence_YASIYASI,18-Oct-21,Tort,Medical,Amy Perkins,"Yasi & Yasi, P.C.",Cases Completed (6),,28-Dec-21,0,Inbound,Expansion,STA State Case,FALSE,30-Sep-23,30-Apr-23
zcrm_1936942000102280045,zcrm_1936942000179695191,FennellyLawrence_YASIYASI,18-Oct-21,Tort,Medical,Amy Perkins,"Yasi & Yasi, P.C.",Cases Completed (6),,28-Dec-21,0,Inbound,Expansion,STA State Case,FALSE,31-Jul-23,30-Apr-23
zcrm_1936942000102280045,zcrm_1936942000169023627,FennellyLawrence_YASIYASI,18-Oct-21,Tort,Medical,Amy Perkins,"Yasi & Yasi, P.C.",Cases Completed (6),,28-Dec-21,16,Inbound,Expansion,STA State Case,FALSE,30-Apr-23,30-Apr-23
zcrm_1936942000102280045,zcrm_1936942000176384377,FennellyLawrence_YASIYASI,18-Oct-21,Tort,Medical,Amy Perkins,"Yasi & Yasi, P.C.",Cases Completed (6),,28-Dec-21,0,Inbound,Expansion,STA State Case,FALSE,30-Jun-23,30-Apr-23
zcrm_1936942000102280045,zcrm_1936942000196316541,FennellyLawrence_YASIYASI,18-Oct-21,Tort,Medical,Amy Perkins,"Yasi & Yasi, P.C.",Cases Completed (6),,28-Dec-21,0,Inbound,Expansion,STA State Case,FALSE,31-Dec-23,30-Apr-23
zcrm_1936942000102280045,zcrm_1936942000184823945,FennellyLawrence_YASIYASI,18-Oct-21,Tort,Medical,Amy Perkins,"Yasi & Yasi, P.C.",Cases Completed (6),,28-Dec-21,0,Inbound,Expansion,STA State Case,FALSE,31-Aug-23,30-Apr-23
zcrm_1936942000102280045,zcrm_1936942000192384452,FennellyLawrence_YASIYASI,18-Oct-21,Tort,Medical,Amy Perkins,"Yasi & Yasi, P.C.",Cases Completed (6),,28-Dec-21,0,Inbound,Expansion,STA State Case,FALSE,30-Nov-23,30-Apr-23
zcrm_1936942000102280045,zcrm_1936942000204418736,FennellyLawrence_YASIYASI,18-Oct-21,Tort,Medical,Amy Perkins,"Yasi & Yasi, P.C.",Cases Completed (6),,28-Dec-21,0,Inbound,Expansion,STA State Case,FALSE,29-Feb-24,30-Apr-23
zcrm_1936942000102280045,zcrm_1936942000203020935,FennellyLawrence_YASIYASI,18-Oct-21,Tort,Medical,Amy Perkins,"Yasi & Yasi, P.C.",Cases Completed (6),,28-Dec-21,0,Inbound,Expansion,STA State Case,FALSE,31-Jan-24,30-Apr-23
zcrm_1936942000102280045,zcrm_1936942000162294871,FennellyLawrence_YASIYASI,18-Oct-21,Tort,Medical,Amy Perkins,"Yasi & Yasi, P.C.",Cases Completed (6),,28-Dec-21,0,Inbound,Expansion,STA State Case,FALSE,28-Feb-23,30-Apr-23
zcrm_1936942000102280045,zcrm_1936942000158967180,FennellyLawrence_YASIYASI,18-Oct-21,Tort,Medical,Amy Perkins,"Yasi & Yasi, P.C.",Cases Completed (6),,28-Dec-21,0,Inbound,Expansion,STA State Case,FALSE,31-Jan-23,30-Apr-23
zcrm_1936942000102280045,zcrm_1936942000190124339,FennellyLawrence_YASIYASI,18-Oct-21,Tort,Medical,Amy Perkins,"Yasi & Yasi, P.C.",Cases Completed (6),,28-Dec-21,0,Inbound,Expansion,STA State Case,FALSE,31-Oct-23,30-Apr-23
zcrm_1936942000103076651,zcrm_1936942000158121158,MurphyColin_MEISTERSEELIG,26-Oct-21,Tort,Building and Construction,Susanna Ryan,Meister Seelig & Fein LLP,Cases Completed (6),,27-Dec-21,14.25,Inbound,Patent,,FALSE,28-Feb-22,31-Mar-22
zcrm_1936942000103076651,zcrm_1936942000179695321,MurphyColin_MEISTERSEELIG,26-Oct-21,Tort,Building and Construction,Susanna Ryan,Meister Seelig & Fein LLP,Cases Completed (6),,27-Dec-21,0,Inbound,Patent,,FALSE,31-Jul-23,31-Mar-22
zcrm_1936942000103076651,zcrm_1936942000158161108,MurphyColin_MEISTERSEELIG,26-Oct-21,Tort,Building and Construction,Susanna Ryan,Meister Seelig & Fein LLP,Cases Completed (6),,27-Dec-21,9,Inbound,Patent,,FALSE,31-Jan-22,31-Mar-22
zcrm_1936942000103076651,zcrm_1936942000176384348,MurphyColin_MEISTERSEELIG,26-Oct-21,Tort,Building and Construction,Susanna Ryan,Meister Seelig & Fein LLP,Cases Completed (6),,27-Dec-21,0,Inbound,Patent,,FALSE,30-Jun-23,31-Mar-22
zcrm_1936942000099336320,zcrm_1936942000158090236,ChorghadeMukund_Katten_SUNPHARMACEUTICAL,21-Sep-21,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Completed (6),29-Nov-21,27-Dec-21,6,Inbound,Patent,830 Patent,FALSE,31-Mar-22,30-Apr-22
zcrm_1936942000099336320,zcrm_1936942000158161069,ChorghadeMukund_Katten_SUNPHARMACEUTICAL,21-Sep-21,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Completed (6),29-Nov-21,27-Dec-21,40,Inbound,Patent,830 Patent,FALSE,31-Jan-22,30-Apr-22
zcrm_1936942000099336320,zcrm_1936942000157185071,ChorghadeMukund_Katten_SUNPHARMACEUTICAL,21-Sep-21,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Completed (6),29-Nov-21,27-Dec-21,31.5,Inbound,Patent,830 Patent,FALSE,30-Apr-22,30-Apr-22
zcrm_1936942000099336320,zcrm_1936942000158121173,ChorghadeMukund_Katten_SUNPHARMACEUTICAL,21-Sep-21,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Completed (6),29-Nov-21,27-Dec-21,8,Inbound,Patent,830 Patent,FALSE,28-Feb-22,30-Apr-22
zcrm_1936942000069529462,,BurtonRobert_CAMPBELLPARTNERS_ALOGCorporation,19-Oct-20,Contract,Financial,Amy Perkins,Campbell Partners,Cases Completed (6),,23-Dec-21,,Inbound,Expansion,STA State Case,FALSE,,
